yemek_id,yemek_adi,kalori (kcal),protein (g),karbonhidrat (g),yag (g),porsiyon_turu,minimum_porsiyon_boyutu,porsiyon_artıs_birimi,porsiyon_metrik_türü,porsiyon_metrik,ana_bilesenler,tarif,maksimum_porsiyon
298,Glutensiz Bulgur Pilavı,113.8,1.0,27.0,0.2,yemek kaşığı,3.0,1.0,gram,30,"glutensiz bulgur, domates, biber, soğan, zeytinyağı",Soğanı ve biberi zeytinyağında kavurun. Üzerine doğranmış domates ekleyip pişirin. Glutensiz bulguru ekleyip karıştırın. Üzerine su ekleyip bulgur yumuşayana kadar pişirin.,21.0
299,Peynirli Sigara Böreği,61.76,1.89,6.8,3.0,adet,1.0,1.0,gram,20,"yufka, beyaz peynir, sıvı yağ","Yufkayı üçgen şekilde kes, beyaz peynir koyup sar, kızgın yağda kızart.",10.0
300,Izgara Tavuk,270.52,44.7,5.47,7.76,porsiyon,1.0,1.0,gram,250,"tavuk, zeytinyağı, baharatlar",Tavuk göğsü zeytinyağı ve baharatlarla marine edilip ızgarada pişirilir.,5.0
301,Mercimek Köftesi,37.4,1.2,5.0,1.4,adet,1.0,1.0,gram,30,"kırmızı mercimek, bulgur, soğan, salça, maydanoz","Kırmızı mercimeği haşlayıp bulgurla karıştırın. Soğanı kavurun, salça ekleyin. Tüm malzemeleri karıştırıp şekil verin.",10.0
302,Sade Krep,93.22,3.78,13.9,2.5,adet,1.0,1.0,gram,50,"un, süt, yumurta, tuz","Un, süt ve yumurtayı karıştırarak pürüzsüz bir hamur elde edin, tavada pişirin.",10.0
303,Badem Sütü,29.16,1.18,1.16,2.2,su bardağı,1.0,1.0,ml,200,"badem, su","Bademleri bir gece suda bekletin, ardından suyu süzün. Bademleri yeni su ile blenderda karıştırın ve karışımı tülbentten geçirerek süzün.",4.0
304,Domates Çorbası,31.5,0.9,4.5,1.1,kase,0.5,0.5,ml,100,"domates, su, un, tereyağı, tuz","Domatesleri rendeleyin, tereyağında un kavurun, domatesleri ekleyip karıştırın, su ve tuz ekleyip kaynatın.",4.0
305,Taze Portakal Suyu,62.95,0.4,15.0,0.15,su bardağı,1.0,0.5,ml,200,portakal,Portakalları sıkın ve suyunu bir bardağa dökün.,5.0
306,Kıymalı Börek,122.80000000000001,4.6,14.4,5.2,dilim,1.0,0.5,gram,100,"kıyma, yufka, soğan, sıvı yağ, tuz, karabiber","Kıyma, soğan, tuz ve karabiberle kavrulur. Yufkalar yağlanır, kıymalı harç eklenir ve rulo yapılarak dilimlenir. Üzeri yağlanarak fırında pişirilir.",8.0
307,Peynirli Tost,210.86,7.5,23.84,9.5,porsiyon,1.0,1.0,gram,100,"beyaz ekmek, kaşar peyniri, tereyağı","Ekmek dilimlerinin arasına kaşar peyniri koyup, dış yüzeylerine tereyağı sürün. Tost makinesinde veya tavada kızarana kadar pişirin.",4.0
308,Tam Yağlı Yoğurt,61.65,3.5,4.6,3.25,kase,1.0,0.5,gram,200,"süt, yoğurt kültürü","Sütü kaynatıp soğutun, yoğurt kültürü ekleyin ve mayalanmaya bırakın.",6.0
309,Yoğurtlu Patlıcan Salatası,63.870000000000005,2.32,4.67,3.99,kase,1.0,1.0,gram,120,"patlıcan, yoğurt, sarımsak, zeytinyağı","Patlıcanları közleyin, doğrayın ve yoğurt, sarımsak ve zeytinyağı ile karıştırın.",5.0
310,Karnabahar Graten,216.57999999999998,4.63,31.74,7.9,porsiyon,1.0,1.0,gram,120,"karnabahar, süt, kaşar peyniri, un, tereyağı",Karnabaharı haşlayın. Beşamel sos hazırlayıp karnabaharların üzerine dökün. Üzerine kaşar peyniri serpip fırında pişirin.,3.0
311,Zeytinyağlı Pırasa,33.93,0.59,4.18,1.65,yemek kaşığı,4.0,1.0,gram,30,"pırasa, zeytinyağı, havuç, pirinç, soğan",Pırasaları doğrayıp zeytinyağında soğan ve havuçla kavurun. Pirinç ekleyip su ilave edin ve pişirin.,20.0
312,Kinoa,112.60000000000001,4.1,20.0,1.8,su bardağı,0.5,0.5,gram,190,"kinoa, su, tuz","Kinoayı yıkayın, su ve tuz ekleyip kaynatın. Kısık ateşte suyunu çekene kadar pişirin.",3.0
313,Az Yağlı Beyaz Peynir,47.1,4.41,3.0,1.94,dilim,1.0,1.0,gram,30,"az yağlı süt, peynir mayası, tuz",Az yağlı sütü peynir mayası ve tuz ile karıştırarak peyniri hazırlayın.,5.0
314,Fırınlanmış Tavuk But,476.20000000000005,22.0,1.2,42.6,adet,1.0,1.0,gram,160,"tavuk but, zeytinyağı, baharatlar",Tavuk butlarını zeytinyağı ve baharatlarla marine edip fırında pişirin.,8.0
315,Tam Yağlı Süt,129.94,6.66,10.84,6.66,su bardağı,1.0,1.0,ml,200,süt,Tam yağlı sütü soğuk veya sıcak olarak içebilirsiniz.,4.0
316,Taze Sıkılmış Elma Suyu,93.38,0.63,21.23,0.66,su bardağı,1.0,1.0,ml,200,elma,"Elmaları yıkayın, dilimleyin ve sıkacakta suyunu çıkarın.",4.0
317,Sebzeli Makarna,27.450000000000003,0.62,3.16,1.37,yemek kaşığı,3.0,1.0,gram,30,"makarna, domates, biber, zeytinyağı",Makarnayı haşlayın ve doğranmış sebzelerle zeytinyağında soteleyin.,21.0
318,Domates ve Salatalık,75.9,1.7,4.9,5.5,kase,1.0,1.0,gram,150,"domates, salatalık, zeytinyağı, limon suyu","Domates ve salatalıkları doğrayın, zeytinyağı ve limon suyu ile karıştırın.",4.0
319,Fırında Sebzeli Tavuk,183.85999999999999,16.53,15.44,6.22,porsiyon,1.0,1.0,gram,200,"tavuk göğsü, patates, havuç, biber, zeytinyağı, baharatlar",Tavuk göğsünü ve sebzeleri doğrayıp zeytinyağı ve baharatlarla karıştırın. Fırında 180 derecede 30-40 dakika pişirin.,4.0
320,Tam Buğday Makarna,56.4,2.15,11.5,0.2,yemek kaşığı,3.0,1.0,gram,15,"tam buğday unu, su, tuz",Tam buğday makarnayı kaynar suda tuz ekleyerek 8-10 dakika haşlayın ve süzün.,21.0
321,Tam Buğday Ekmeği (Glutensiz),67.0,2.0,10.7,1.8,dilim,1.0,0.5,gram,30,"tam buğday unu, su, maya, tuz","Tam buğday unu, su, maya ve tuzu karıştırarak hamur yapın, mayalandıktan sonra pişirin.",10.0
322,Pirinç Pilavı (Glutensiz),34.64,0.49,5.47,1.2,yemek kaşığı,3.0,1.0,gram,30,"pirinç, su, tereyağı, tuz","Pirinçleri yıkayıp süzün, tereyağında kavurun, su ve tuz ekleyip pişirin.",21.0
323,Bulgur Pilavı (Glutensiz),113.8,1.0,27.0,0.2,yemek kaşığı,3.0,1.0,gram,30,"glutensiz bulgur, su, zeytinyağı, soğan, biber","Soğanı ve biberi zeytinyağında kavurun, glutensiz bulguru ekleyin, su ilave edip pişirin.",21.0
324,Karışık Sebze Graten,266.25,8.26,20.75,16.69,porsiyon,1.0,1.0,gram,220,"kabak, patlıcan, havuç, beşamel sos, peynir","Sebzeleri doğrayıp haşlayın, beşamel sos ve peynirle karıştırarak fırında pişirin.",4.0
325,Peynirli Krep (Glutensiz),233.2,11.7,16.0,13.6,porsiyon,1.0,1.0,gram,100,"glutensiz un, süt, yumurta, peynir","Glutensiz unu, süt ve yumurtayı karıştırarak krep hamuru yapın. Tavada pişirin ve peynirle doldurun.",4.0
326,Ezogelin Çorbası,42.8,2.0,6.0,1.2,kase,1.0,0.5,ml,200,"mercimek, bulgur, pirinç, domates salçası, soğan, sarımsak","Mercimek, bulgur ve pirinci haşlayın. Kıyılmış soğan ve sarımsağı kavurun, salça ekleyin. Tüm malzemeleri karıştırıp baharatlarla tatlandırarak pişirin.",4.0
327,Yumurtalı Patates Kavurması,129.6,7.3,8.9,7.2,porsiyon,1.0,1.0,gram,110,"patates, yumurta, zeytinyağı, tuz, karabiber","Patatesleri küp şeklinde doğrayıp zeytinyağında kavurun, üzerine çırpılmış yumurta ekleyip pişirin.",5.0
328,"Salata (Marul, Salatalık, Limon Soslu)",34.5,0.85,4.4,1.5,kase,1.0,1.0,gram,150,"marul, salatalık, limon suyu","Marul ve salatalıkları doğrayın, limon suyu ile karıştırıp servis edin.",4.0
329,Yulaf Ezmesi ve Yoğurt,284.3,11.8,37.9,9.5,kase,1.0,1.0,gram,200,"yulaf ezmesi, yoğurt, bal",Yulaf ezmesini yoğurtla karıştırın ve üzerine bal ekleyin.,4.0
330,Kavun,56.1,2.0,11.8,0.1,dilim,1.0,1.0,gram,180,kavun,Kavunu dilimler halinde kesin ve servis edin.,5.0
331,Nohutlu Bulgur Pilavı,51.5,1.11,6.14,2.5,yemek kaşığı,3.0,1.0,gram,15,"bulgur, nohut, soğan, domates salçası, zeytinyağı","Soğanı zeytinyağında kavurun, salça ekleyin. Bulgur ve haşlanmış nohutu ekleyip su ilave edin, pişirin.",21.0
332,Etli Patates Yemeği,230.62,10.78,26.4,9.1,porsiyon,4.0,1.0,gram,300,"dana eti, patates, soğan, domates salçası, zeytinyağı","Dana etini kavurun, soğan, patates ve salçayı ekleyip pişirin.",20.0
333,Glutensiz Kraker,189.34,0.76,20.7,11.5,porsiyon,1.0,1.0,gram,40,"glutensiz un, zeytinyağı, tuz","Glutensiz unu, zeytinyağı ve tuz ile karıştırarak hamur yapın. İnce açıp küçük kareler kesin ve fırında pişirin.",10.0
334,Mevsim Yeşillikleri,34.5,0.85,4.4,1.5,kase,1.0,0.5,gram,150,"marul, roka, maydanoz, salatalık, domates",Tüm yeşillikleri yıkayıp doğrayın. Salatalık ve domatesi dilimleyip karıştırın.,4.0
335,Kuzu Etli Patlıcan Yemeği,337.01,17.89,9.1,25.45,porsiyon,1.0,1.0,gram,300,"kuzu eti, patlıcan, domates, soğan, sarımsak, zeytinyağı","Kuzu etini kavurun, ardından patlıcan, domates, soğan ve sarımsağı ekleyip pişirin.",7.0
336,Keçi Peyniri ve Domatesli Omlet,340.0,24.5,11.0,22.0,adet,1.0,0.5,gram,150,"yumurta, keçi peyniri, domates, zeytinyağı","Yumurtaları çırpın, zeytinyağında pişirirken üzerine keçi peyniri ve doğranmış domates ekleyin.",4.0
337,Lor Peynirli Kahvaltı Tabağı,475.6,24.4,45.0,22.0,tabak,1.0,1.0,gram,250,"lor peyniri, domates, salatalık, zeytin, yeşillikler","Lor peynirini dilimleyip domates, salatalık, zeytin ve yeşilliklerle bir tabakta servis edin.",2.0
338,Fırında Sebzeli Somon,142.0,18.0,1.75,7.0,dilim,0.5,0.5,gram,250,"somon, zeytinyağı, brokoli, havuç, patates",Somonu ve doğranmış sebzeleri zeytinyağı ile harmanlayıp fırında pişirin.,4.0
339,Kuzu Etli Enginar Yemeği,172.4,11.1,7.7,10.8,porsiyon,1.0,1.0,gram,225,"kuzu eti, enginar, zeytinyağı, soğan, limon","Kuzu etini soğanla kavurun, enginarları ekleyip zeytinyağı ve limonla pişirin.",4.0
340,Avokado Dilimleri,243.45999999999998,2.8,11.94,20.5,adet,1.0,1.0,gram,140,avokado,Avokadoyu soyun ve dilimleyin.,4.0
341,Yoğurtlu Semizotu Salatası,264.39,11.43,13.47,18.31,kase,1.0,1.0,gram,350,"semizotu, yoğurt, sarımsak, zeytinyağı","Semizotunu yıkayıp doğrayın, yoğurt ve ezilmiş sarımsakla karıştırın, zeytinyağı ekleyin.",4.0
342,Fırında Kaşarlı Mantar,188.42000000000002,11.0,1.23,15.5,porsiyon,1.0,1.0,gram,170,"mantar, kaşar peyniri, zeytinyağı, baharatlar","Mantarları temizleyip içlerini çıkarın, zeytinyağı ve baharatlarla karıştırın. Üzerine kaşar peyniri koyup fırında pişirin.",4.0
343,Izgara Kırmızı Et,265.38,28.35,0.87,16.5,porsiyon,1.0,1.0,gram,150,"kırmızı et, zeytinyağı, baharatlar",Kırmızı eti zeytinyağı ve baharatlarla marine edip ızgarada pişirin.,3.0
344,Yoğurtlu Havuç Salatası,46.6,1.8,4.0,2.6,kase,1.0,0.5,gram,150,"havuç, yoğurt, sarımsak, zeytinyağı","Havuçları rendeleyip yoğurt, ezilmiş sarımsak ve zeytinyağı ile karıştırın.",4.0
345,Zeytinyağlı Brokoli,15.260000000000002,0.66,1.58,0.7,yemek kaşığı,4.0,1.0,gram,30,"brokoli, zeytinyağı, sarımsak, limon suyu","Brokoliyi haşlayın, zeytinyağı, sarımsak ve limon suyu ile karıştırarak servis edin.",4.0
346,Yoğurtlu Salatalık,29.700000000000003,2.1,3.3,0.9,kase,1.0,0.5,gram,120,"yoğurt, salatalık, sarımsak, tuz, nane","Salatalıkları rendeleyin, yoğurt, ezilmiş sarımsak, tuz ve nane ile karıştırın.",4.0
347,Zeytinyağlı Kabak,10.530000000000001,0.46,0.89,0.57,yemek kaşığı,4.0,1.0,gram,30,"kabak, zeytinyağı, soğan, sarımsak, domates","Kabakları dilimleyip zeytinyağı, soğan, sarımsak ve domatesle birlikte tencerede pişirin.",20.0
348,Fırında Palamut,497.59999999999997,28.5,2.75,41.4,dilim,1.0,1.0,gram,150,"palamut, zeytinyağı, limon, soğan, domates","Palamutu dilimleyip zeytinyağı, limon, soğan ve domatesle birlikte fırında pişirin.",5.0
349,Yoğurtlu Patlıcan Ezmesi,63.870000000000005,2.32,4.67,3.99,kase,1.0,1.0,gram,120,"patlıcan, yoğurt, sarımsak, zeytinyağı","Patlıcanları közleyip soyun, yoğurt, ezilmiş sarımsak ve zeytinyağı ile karıştırarak servis edin.",5.0
350,Fırında Levrek,195.4,28.1,2.3,8.2,porsiyon,1.0,1.0,gram,150,"levrek, zeytinyağı, limon, sarımsak, tuz, karabiber","Levrekleri zeytinyağı, limon, sarımsak, tuz ve karabiberle marine edip fırında pişirin.",5.0
351,Yoğurtlu Közlenmiş Biber,92.72,4.66,7.99,4.68,kase,1.0,1.0,gram,150,"közlenmiş biber, yoğurt, sarımsak","Közlenmiş biberleri doğrayın, yoğurt ve ezilmiş sarımsak ile karıştırın.",5.0
352,Zeytinyağlı Kereviz,23.79,0.31,2.6,1.35,yemek kaşığı,4.0,1.0,gram,45,"kereviz, zeytinyağı, havuç, soğan, limon","Kerevizi soyup doğrayın, havuç ve soğanla birlikte zeytinyağında kavurun. Üzerine su ve limon suyu ekleyip pişirin.",20.0
353,Fırında Somon,122.0,13.0,1.75,7.0,dilim,0.5,0.5,gram,150,"somon fileto, zeytinyağı, limon, tuz, karabiber","Somon filetolarını zeytinyağı, limon suyu, tuz ve karabiber ile marine edip fırında pişirin.",4.0
354,Kaşarlı Yumurta,239.7,13.3,0.5,20.5,adet,1.0,1.0,gram,100,"yumurta, kaşar peyniri, tereyağı","Tavada tereyağını eritip yumurtaları kırın, üzerine rendelenmiş kaşar peyniri ekleyip pişirin.",5.0
355,Kuzu Kebabı,117.91999999999999,11.5,2.68,6.8,adet,1.0,1.0,gram,70,"kuzu eti, soğan, biber, domates, baharatlar","Kuzu etini soğan, biber ve baharatlarla karıştırıp şişlere dizin ve ızgarada pişirin.",4.0
356,Yoğurtlu Patlıcan,63.870000000000005,2.32,4.67,3.99,kase,1.0,1.0,gram,120,"patlıcan, yoğurt, sarımsak, zeytinyağı","Patlıcanları közleyip doğrayın, yoğurt ve sarımsakla karıştırın, zeytinyağı ekleyin.",5.0
357,Tam Buğday Pilavı,250,7,50,4,porsiyon,1,0.5,gram,150,"tam buğday, su, zeytinyağı, tuz",Tam buğdayı su ve tuz ile haşlayıp zeytinyağı ekleyerek pişirin.,4
358,Yulaf Ezmesi ve Süt,250,10,40,5,kase,1,0.5,gram,250,"yulaf ezmesi, süt",Yulaf ezmesini süt ile karıştırıp kaynatın ve servis edin.,3
359,Haşlanmış Yumurta,68,6,1,5,yumurta,1,1,gram,50,yumurta,Yumurtayı su dolu bir tencerede kaynatın ve 8-10 dakika pişirin.,4
360,Kıymalı Patlıcan Yemeği,250,12,15,15,porsiyon,1,1,gram,200,"patlıcan, kıyma, domates, soğan, biber",Patlıcanları doğrayıp tuzlu suda bekletin. Kıymayı soğan ve biberle kavurun. Patlıcanları ekleyip domatesle pişirin.,4
361,Köfte ve Bulgur Pilavı,450,25,50,18,porsiyon,1,0.5,gram,300,"kıyma, bulgur, soğan, domates salçası, baharatlar",Kıymayı baharatlarla yoğurup köfte şekli verin. Bulgur pilavını soğan ve salça ile pişirin. Köfteleri tavada kızartıp pilavla servis edin.,4
362,Tavuklu Sebzeli Makarna,450,25,60,10,porsiyon,1,0.5,gram,300,"tavuk göğsü, makarna, kırmızı biber, kabak, havuç, zeytinyağı","Tavuk göğsünü küp şeklinde doğrayıp sebzelerle birlikte zeytinyağında soteleyin, ardından haşlanmış makarnayla karıştırın.",4
363,Kahvaltılık Gevrek ve Süt,250,8,40,5,kase,1,0.5,gram,150,"kahvaltılık gevrek, süt",Bir kaseye kahvaltılık gevrek koyun ve üzerine süt ekleyin.,3
364,Ananas,50,0.5,13,0.1,dilim,1,1,gram,80,ananas,Ananası dilimleyip servis edin.,5
365,Kıymalı Bezelye Yemeği,250,15,20,12,porsiyon,1,0.5,gram,200,"kıyma, bezelye, soğan, domates salçası, zeytinyağı","Soğanı kavurun, kıymayı ekleyip pişirin, salça ve bezelyeyi ekleyip suyla pişirin.",4
366,Zeytinyağlı Biber Dolması,180,3,25,8,adet,1,1,gram,150,"biber, pirinç, zeytinyağı, soğan, domates, baharatlar","Biberleri temizleyip iç harcıyla doldurun, tencerede zeytinyağı ve su ekleyerek pişirin.",4
367,Üzüm,69,0.7,18,0.2,bardak,1,0.5,gram,150,üzüm,Üzümleri yıkayın ve servis edin.,3
368,Yulaf Ezmesi (Glutensiz),150,5,27,3,kase,1,1,gram,40,"glutensiz yulaf ezmesi, su veya süt, tuz",Yulaf ezmesini su veya süt ile karıştırıp pişirin. Üzerine isteğe bağlı meyve veya tatlandırıcı ekleyin.,3
369,Taze Meyve Tabağı,150,2,35,0.5,tabak,1,1,gram,200,"elma, muz, üzüm, çilek, kivi","Tüm meyveleri yıkayın, doğrayın ve bir tabakta karıştırın.",5
370,Bitter Çikolata,170,2,13,12,adet,1,1,gram,30,"kakao kitlesi, kakao yağı, şeker",Kakao kitlesi ve kakao yağı şekerle karıştırılarak kalıplara dökülür ve soğutulur.,5
371,Omlet (2 Yumurta),140,12,1,10,adet,1,1,gram,100,"yumurta, tuz, karabiber, tereyağı","Yumurtaları çırpın, tereyağında pişirin, tuz ve karabiber ekleyin.",5
372,Avokado,160,2,9,15,adet,1,1,gram,150,Avokado,"Avokadoyu ortadan ikiye kesin, çekirdeğini çıkarın ve içini kaşıkla çıkararak tüketin.",3
373,Biber,20,0.9,4.6,0.2,adet,1,1,gram,100,"Biber, zeytinyağı, tuz",Biberleri yıkayıp doğrayın. Zeytinyağı ile tavada soteleyin ve tuz ekleyin.,5
374,Zeytinyağlı Ispanak,150,4,10,10,porsiyon,1,1,gram,200,"ıspanak, zeytinyağı, soğan, pirinç, tuz","Ispanağı yıkayıp doğrayın. Soğanı zeytinyağında kavurun, ıspanak ve pirinci ekleyin. Tuz ekleyip kısık ateşte pişirin.",4
375,Fındık Ezmesi,180,4,6,16,yemek kaşığı,1,1,gram,16,"fındık, şeker, tuz","Fındıkları kavurun, ardından şeker ve tuz ekleyerek pürüzsüz bir kıvam alana kadar karıştırın.",5
376,Izgara Dana Bonfile,250,30,0,15,porsiyon,1,1,gram,150,"Dana bonfile, zeytinyağı, tuz, karabiber","Dana bonfileyi zeytinyağı, tuz ve karabiber ile marine edin. Önceden ısıtılmış ızgarada her iki tarafını da orta derecede pişirin.",3
377,Kinoa Pilavı,220,8,39,4,porsiyon,1,1,gram,150,"kinoa, su, zeytinyağı, tuz","Kinoa yıkanır, su ve tuz ile kaynatılır, zeytinyağı eklenir ve demlenir.",4
378,Glutensiz Mısır Gevreği,150,2,32,1,kase,1,1,gram,30,"mısır unu, şeker, tuz",Mısır ununu şeker ve tuz ile karıştırıp fırında gevrek hale gelene kadar pişirin.,5
379,Kuru Erik,240,2.2,63.9,0.4,adet,5,5,gram,50,Kuru erik,Kuru erikleri paketinden çıkarıp doğrudan tüketin.,20
380,Zeytinli Omlet,250,12,3,20,adet,1,1,gram,150,"yumurta, zeytin, zeytinyağı, tuz, karabiber","Yumurtaları çırpın, doğranmış zeytinleri ekleyin ve tavada pişirin.",3
381,Tam Yağlı Beyaz Peynir,100,6,1,8,porsiyon,1,1,gram,30,"süt, peynir mayası, tuz","Süt, peynir mayası ve tuz karıştırılarak fermantasyon işlemi ile hazırlanır.",10
382,Kuzu Kıyma,250,20,0,19,porsiyon,1,1,gram,100,"kuzu kıyma, soğan, sarımsak, zeytinyağı, baharatlar","Kuzu kıyma, doğranmış soğan ve sarımsak ile zeytinyağında kavrulur, baharatlar eklenir ve pişirilir.",4382,somon,206.0,22.0,0.0,13.0,porsiyon,1.0,1.0,gram,100.0,somon balığı,"Somon dilimlerini zeytinyağı, limon suyu, tuz ve karabiber ile marine edin. Önceden ısıtılmış tavada her iki tarafını 4-5 dakika pişirin.",4.0
382,tatlı patates,86.0,1.6,20.1,0.1,adet,1.0,1.0,gram,130.0,tatlı patates,"Tatlı patatesleri iyice yıkayın, kabuklarını soyun ve dilimleyin. Fırında 200°C'de yaklaşık 25-30 dakika pişirin.",5.0
383,brokoli,34.0,2.8,6.6,0.4,porsiyon,1.0,1.0,gram,100.0,brokoli,"Brokoliyi buharda pişirin veya haşlayın, ardından üzerine limon suyu ve zeytinyağı ekleyerek servis yapın.",5.0
384,smoothie (ispanak, muz, yoğurt),150.0,5.0,30.0,2.0,porsiyon,1.0,1.0,ml,250.0,"ıspanak, muz, yoğurt","Bir blender içine 1 muz, 1 su bardağı yoğurt ve 1 avuç ıspanak ekleyin. Pürüzsüz olana kadar karıştırın.",3.0
385,dana biftek,250.0,26.0,0.0,17.0,adet,1.0,1.0,gram,100.0,Dana eti,"Dana bifteği tuz ve karabiberle baharatlayın, ızgara veya tavada her iki tarafını 3-4 dakika pişirin.",4.0
386,renkli biberler,30.0,1.0,7.0,0.2,adet,1.0,1.0,gram,100.0,"kırmızı biber, sarı biber, yeşil biber","Renkli biberleri yıkayın, çekirdeklerini çıkarın ve dilimleyin. Salatalara veya yemeklere ekleyin.",5.0
387,yeşil fasulye,31.0,2.0,7.0,0.1,porsiyon,1.0,1.0,gram,100.0,"yeşil fasulye, su, tuz",Yeşil fasulyeleri yıkayın ve uçlarını kesin. Kaynar suya ekleyip 5-7 dakika haşlayın. Süzüp tuzla tatlandırın.,5.0
388,esmer pirinç,110.0,2.6,23.0,0.9,porsiyon,0.5,0.5,gram,100.0,esmer pirinç,Esmer pirinci yıkayın ve su ile birlikte tencereye alın. Kaynadıktan sonra kısık ateşte suyunu çekene kadar pişirin.,3.0
389,karışık salata,150.0,5.0,15.0,8.0,porsiyon,1.0,1.0,gram,200.0,"marul, domates, salatalık, havuç, zeytinyağı, limon suyu","Marul, domates, salatalık ve havucu doğrayın. Zeytinyağı ve limon suyu ile karıştırın.",3.0
390,sebzeli kuskus,180.0,5.0,35.0,3.0,porsiyon,1.0,1.0,gram,150.0,"kuskus, kabak, havuç, biber, soğan, zeytinyağı",Kuskusu haşlayın. Zeytinyağında doğranmış sebzeleri soteleyin. Haşlanmış kuskusu ekleyip karıştırın.,5.0
391,ton balıklı salata,250.0,25.0,10.0,12.0,porsiyon,1.0,1.0,gram,200.0,"ton balığı, yeşil yapraklı sebzeler, domates, salatalık, zeytinyağı, limon suyu","Ton balığını süzün ve yeşil yapraklı sebzeler, doğranmış domates ve salatalık ile karıştırın. Üzerine zeytinyağı ve limon suyu ekleyerek servis yapın.",3.0
392,kabak,20.0,1.2,3.5,0.2,porsiyon,1.0,1.0,gram,100.0,kabak,"Kabakları yıkayın, dilimleyin ve buharda pişirin. Üzerine zeytinyağı ve baharat ekleyerek servis edin.",5.0
393,tam buğday tost,250.0,12.0,30.0,10.0,adet,1.0,1.0,gram,120.0,"tam buğday ekmeği, peynir, tereyağı","Tam buğday ekmeği dilimlerinin arasına peynir koyun, tereyağı ile tavada kızartın.",3.0
394,tavuklu sandviç,350.0,25.0,40.0,10.0,adet,1.0,1.0,gram,200.0,"tavuk göğsü, tam buğday ekmeği, marul, domates, mayonez","Tavuk göğsünü ızgarada pişirin. Tam buğday ekmeği arasına marul, dilimlenmiş domates ve pişmiş tavuk göğsünü koyun. Üzerine az miktar mayonez ekleyin ve sandviçi kapatın.",3.0
395,izgara hindi,165.0,30.0,0.0,4.0,porsiyon,1.0,1.0,gram,100.0,hindi göğsü,"Hindi göğsünü zeytinyağı, tuz ve karabiberle marine edin. Önceden ısıtılmış ızgarada her iki tarafını da 6-8 dakika pişirin.",5.0
396,karışık sebze,80.0,3.0,12.0,2.0,porsiyon,1.0,1.0,gram,150.0,"kabak, havuç, brokoli, biber, soğan","Sebzeleri doğrayın, az yağda soteleyin ve baharatlarla tatlandırın.",5.0
397,tavuk göğsü,165.0,31.0,0.0,3.6,porsiyon,1.0,1.0,gram,100.0,tavuk göğsü,Tavuk göğsünü tuz ve karabiber ile tatlandırıp ızgarada veya tavada pişirin.,5.0
398,somon,206.0,22.0,0.0,13.0,porsiyon,1.0,1.0,gram,100.0,somon fileto,"Somon filetoyu zeytinyağı ve baharatlarla marine edin, ardından ızgarada veya tavada pişirin.",4.0
399,quinoa,120.0,4.1,21.3,1.9,porsiyon,1.0,1.0,gram,100.0,quinoa,"Quinoa'yı iyice yıkayın. 1 ölçü quinoa'yı 2 ölçü su ile kaynatın, ardından kısık ateşte 15-20 dakika pişirin.",5.0
400,ispanak,23.0,2.9,3.6,0.4,porsiyon,1.0,1.0,gram,100.0,ispanak,"Ispanakları yıkayıp doğrayın, az su ile haşlayın veya buharda pişirin. İsterseniz zeytinyağı ve limon ile servis edebilirsiniz.",500.0
401,hindi göğsü,165.0,31.0,0.0,3.6,porsiyon,1.0,1.0,gram,100.0,hindi göğsü,Hindi göğsünü ızgarada veya fırında pişirin.,5.0
402,kırmızı et,250.0,26.0,0.0,17.0,porsiyon,100.0,50.0,gram,100.0,kırmızı et,Kırmızı eti ızgara ya da tavada pişirin. Tuz ve karabiber ile tatlandırın.,300.0
403,brüksel lahanası,38.0,3.0,8.0,0.3,porsiyon,1.0,1.0,gram,100.0,brüksel lahanası,"Brüksel lahanalarını temizleyip yıkayın. Ardından, haşlayarak veya fırında pişirerek servis edin.",5.0
404,smoothie,150.0,3.0,30.0,2.0,porsiyon,1.0,0.5,ml,250.0,"muz, süt, yoğurt, bal, buz","Muz, süt, yoğurt ve balı blenderda karıştırın, buz ekleyin ve servis edin.",4.0
405,levrek,125.0,23.0,0.0,3.0,porsiyon,1.0,1.0,gram,100.0,levrek balığı,"Levrek balığını temizleyip, zeytinyağı ve baharatlarla marine edin. Önceden ısıtılmış 180 derece fırında 20-25 dakika pişirin.",3.0
406,müsli,120.0,3.0,20.0,3.0,porsiyon,30.0,10.0,gram,30.0,"yulaf ezmesi, kuru meyve, fındık, tohumlar","Yulaf ezmesini, kuru meyve, fındık ve tohumlarla karıştırın. İsteğe bağlı olarak süt veya yoğurt ile servis edin.",150.0
407,izgara dana eti,250.0,30.0,0.0,14.0,porsiyon,1.0,1.0,gram,100.0,"dana eti, tuz, karabiber","Dana eti tuz ve karabiber ile çeşnilendirilir, ardından ızgarada orta ateşte her iki tarafı da pişirilir.",5.0
408,bezelye,81.0,5.4,14.5,0.4,porsiyon,1.0,1.0,gram,100.0,bezelye,Haşlanmış bezelye olarak servis edilir.,5.0
409,chia puding,150.0,5.0,13.0,8.0,porsiyon,1.0,1.0,gram,150.0,"chia tohumu, süt veya bitkisel süt, tatlandırıcı (örneğin bal veya akçaağaç şurubu), vanilya özütü",Chia tohumlarını sütle karıştırın ve tatlandırıcı ekleyin. Karışımı buzdolabında birkaç saat veya gece boyunca bekletin.,3.0
